node_id,degree,ego_networks_count,ego_networks,circles_count,circles
342,34,1,0,1,0_circle15
146,10,1,0,2,"0_circle15,0_circle9"
300,7,1,0,0,
94,22,1,0,1,0_circle16
1,17,1,0,1,0_circle15
184,18,1,0,0,
159,14,1,0,0,
149,14,1,0,1,0_circle23
13,31,1,0,1,0_circle11
59,19,1,0,1,0_circle4
17,13,1,0,2,"0_circle6,0_circle19"
326,19,1,0,2,"0_circle6,0_circle19"
80,23,1,0,1,0_circle16
187,16,1,0,1,0_circle16
161,25,1,0,1,0_circle11
66,15,1,0,1,0_circle11
31,23,1,0,1,0_circle15
136,133,2,"0,1912",4,"0_circle15,1912_circle33,1912_circle38,1912_circle1"
7,20,1,0,1,0_circle15
255,2,1,0,1,0_circle15
49,4,1,0,1,0_circle15
320,21,1,0,0,
85,14,1,0,1,0_circle16
246,14,1,0,1,0_circle15
123,18,1,0,1,0_circle15
284,16,1,0,0,
140,11,1,0,1,0_circle2
137,16,1,0,2,"0_circle6,0_circle19"
343,18,1,0,2,"0_circle6,0_circle19"
115,21,1,0,2,"0_circle6,0_circle19"
297,25,1,0,1,0_circle15
185,26,1,0,1,0_circle15
104,32,1,0,1,0_circle15
324,26,1,0,1,0_circle11
171,22,3,"0,107,1684",2,"0_circle15,1684_circle1"
111,14,1,0,1,0_circle6
14,15,1,0,1,0_circle10
310,13,1,0,1,0_circle6
32,6,1,0,1,0_circle6
30,17,1,0,0,
222,11,1,0,1,0_circle0
92,21,1,0,1,0_circle16
72,24,1,0,1,0_circle15
40,44,1,0,1,0_circle15
125,4,1,0,2,"0_circle15,0_circle4"
266,18,1,0,1,0_circle16
212,18,1,0,1,0_circle11
278,10,1,0,1,0_circle12
340,6,1,0,1,0_circle15
237,7,1,0,1,0_circle3
311,7,1,0,1,0_circle11
309,10,1,0,2,"0_circle15,0_circle16"
330,16,1,0,1,0_circle16
230,9,1,0,0,
70,2,1,0,1,0_circle11
16,9,1,0,1,0_circle15
249,24,1,0,1,0_circle16
39,15,1,0,1,0_circle15
251,14,1,0,2,"0_circle15,0_circle16"
10,10,1,0,1,0_circle15
55,17,1,0,2,"0_circle15,0_circle4"
228,3,1,0,0,
69,10,1,0,2,"0_circle15,0_circle4"
113,40,1,0,1,0_circle11
258,15,1,0,2,"0_circle16,0_circle4"
257,18,1,0,1,0_circle4
196,13,1,0,1,0_circle15
156,12,1,0,1,0_circle4
303,21,1,0,1,0_circle15
286,2,1,0,1,0_circle15
81,3,1,0,1,0_circle0
174,4,1,0,1,0_circle20
293,3,1,0,1,0_circle20
33,2,1,0,1,0_circle19
42,2,1,0,1,0_circle10
347,7,1,0,1,0_circle15
2,10,1,0,1,0_circle10
281,16,1,0,2,"0_circle15,0_circle16"
263,7,1,0,0,
279,2,1,0,1,0_circle9
51,7,1,0,1,0_circle3
338,7,1,0,1,0_circle15
162,8,1,0,1,0_circle23
19,16,1,0,0,
75,14,1,0,0,
218,9,1,0,1,0_circle11
268,11,1,0,1,0_circle4
314,13,1,0,1,0_circle15
5,13,1,0,1,0_circle16
178,13,1,0,0,
192,5,1,0,1,0_circle6
243,8,1,0,0,
195,9,1,0,0,
181,10,1,0,0,
8,8,1,0,0,
245,5,1,0,1,0_circle0
129,7,1,0,1,0_circle15
328,9,1,0,1,0_circle15
331,20,1,0,1,0_circle11
150,11,1,0,1,0_circle2
101,19,1,0,1,0_circle16
99,13,1,0,1,0_circle2
296,7,1,0,0,
102,6,1,0,0,
318,11,1,0,1,0_circle15
163,6,1,0,1,0_circle0
173,12,3,"0,348,414",5,"414_circle2,348_circle11,0_circle1,0_circle16,348_circle4"
165,11,1,0,1,0_circle11
121,12,1,0,1,0_circle15
306,9,1,0,0,
177,11,1,0,1,0_circle18
180,20,1,0,1,0_circle16
87,13,1,0,1,0_circle15
189,7,1,0,1,0_circle15
60,8,1,0,1,0_circle15
259,8,1,0,1,0_circle0
45,12,1,0,1,0_circle15
58,11,3,"0,107,1684",5,"107_circle3,1684_circle1,1912_circle30,0_circle16,1912_circle21"
269,6,1,0,1,0_circle15
167,7,1,0,0,
227,15,1,0,1,0_circle14
96,9,1,0,1,0_circle15
91,8,1,0,0,
143,12,1,0,1,0_circle13
61,3,1,0,1,0_circle0
93,8,1,0,2,"0_circle6,0_circle19"
41,24,1,0,2,"0_circle6,0_circle19"
235,5,1,0,1,0_circle11
6,6,1,0,1,0_circle15
89,8,1,0,1,0_circle15
107,1034,4,"0,107,414,1684",4,"414_circle1,414_circle2,1684_circle8,414_circle6"
79,12,1,0,1,0_circle15
208,7,1,0,1,0_circle15
132,16,1,0,1,0_circle0
221,8,1,0,0,
301,3,1,0,1,0_circle15
250,5,1,0,1,0_circle4
106,8,1,0,0,
29,13,1,0,1,0_circle0
337,9,1,0,1,0_circle6
100,9,1,0,0,
110,5,1,0,1,0_circle0
264,5,1,0,1,0_circle0
225,10,1,0,1,0_circle7
86,6,1,0,1,0_circle13
152,5,1,0,1,0_circle15
148,20,1,0,1,0_circle15
295,10,1,0,1,0_circle4
201,4,1,0,0,
289,4,1,0,1,0_circle6
260,8,1,0,0,
160,2,1,0,0,
321,3,1,0,1,0_circle6
68,9,1,0,1,0_circle13
131,7,1,0,1,0_circle13
22,11,1,0,1,0_circle15
298,11,1,0,2,"0_circle0,0_circle11"
262,4,1,0,1,0_circle20
220,4,1,0,1,0_circle20
234,2,1,0,0,
44,6,1,0,1,0_circle19
50,11,1,0,1,0_circle15
193,5,1,0,1,0_circle0
97,3,1,0,2,"0_circle0,0_circle11"
124,4,1,0,1,0_circle15
112,3,1,0,0,
90,2,1,0,1,0_circle17
179,3,1,0,1,0_circle17
216,2,1,0,1,0_circle10
151,7,1,0,1,0_circle11
145,2,1,0,1,0_circle17
157,3,1,0,1,0_circle15
4,10,1,0,0,
327,4,1,0,1,0_circle2
95,6,1,0,1,0_circle15
120,4,1,0,0,
247,3,1,0,1,0_circle15
190,4,1,0,1,0_circle15
282,2,1,0,2,"0_circle20,0_circle8"
244,2,1,0,1,0_circle20
319,8,1,0,1,0_circle15
233,2,1,0,1,0_circle15
256,2,1,0,1,0_circle15
166,4,1,0,0,
202,4,1,0,1,0_circle16
155,3,1,0,1,0_circle2
191,3,1,0,0,
147,6,1,0,1,0_circle2
206,4,1,0,1,0_circle9
229,6,1,0,1,0_circle0
138,2,1,0,1,0_circle13
164,3,1,0,1,0_circle9
240,3,1,0,1,0_circle11
77,6,1,0,1,0_circle15
219,6,1,0,1,0_circle15
305,2,1,0,0,
153,2,1,0,0,
154,2,1,0,1,0_circle9
198,12,2,"0,348",4,"0_circle15,348_circle6,348_circle11,348_circle4"
182,3,1,0,0,
336,3,1,0,1,0_circle9
241,2,1,0,0,
294,3,1,0,2,"0_circle15,0_circle17"
253,3,1,0,1,0_circle0
267,2,1,0,1,0_circle22
316,2,1,0,1,0_circle15
205,2,1,0,0,
47,2,1,0,1,0_circle15
183,2,1,0,2,"0_circle0,0_circle15"
52,2,1,0,2,"0_circle6,0_circle17"
34,5,3,"0,348,414",3,"0_circle16,348_circle11,348_circle4"
35,2,1,0,1,0_circle6
0,333,2,"0,107",1,107_circle3
953,109,1,107,0,
1323,77,1,107,0,
1789,103,1,107,1,107_circle6
1707,185,1,107,0,
1175,132,1,107,0,
1059,165,1,107,1,107_circle6
1329,136,1,107,1,107_circle6
1559,186,1,107,1,107_circle6
1804,195,1,107,0,
1898,101,1,107,0,
1622,177,1,107,1,107_circle6
1520,117,1,107,1,107_circle6
1200,4,1,107,0,
1202,9,1,107,0,
1449,90,1,107,1,107_circle6
1836,25,1,107,1,107_circle6
1156,99,1,107,0,
1605,90,1,107,0,
1149,102,1,107,1,107_circle6
1173,115,1,107,0,
1180,45,1,107,0,
1549,49,1,107,2,"107_circle3,107_circle1"
1412,22,1,107,0,
1638,34,1,107,0,
942,65,1,107,0,
1448,52,1,107,1,107_circle5
1786,97,1,107,0,
1768,209,1,107,0,
1092,50,1,107,1,107_circle6
927,75,1,107,1,107_circle6
1791,131,1,107,1,107_circle6
1287,66,1,107,0,
1516,159,1,107,1,107_circle6
1044,28,1,107,0,
1235,107,1,107,0,
1100,64,1,107,0,
1279,44,1,107,0,
1366,66,1,107,0,
1472,90,1,107,0,
1374,42,1,107,0,
483,231,3,"107,348,414",4,"414_circle1,348_circle11,348_circle1,414_circle6"
1610,179,1,107,1,107_circle6
1021,61,1,107,0,
1322,90,1,107,0,
923,8,1,107,1,107_circle6
1505,59,2,"107,1684",2,"107_circle6,1684_circle8"
1761,121,1,107,1,107_circle6
1566,20,1,107,0,
1211,173,1,107,1,107_circle6
1835,182,1,107,1,107_circle6
896,126,1,107,0,
1479,84,1,107,0,
1215,43,1,107,1,107_circle5
1199,217,1,107,0,
1539,79,1,107,1,107_circle6
1153,139,1,107,0,
1796,71,1,107,1,107_circle6
1355,37,1,107,0,
1236,43,1,107,0,
1899,79,1,107,1,107_circle5
1884,32,1,107,0,
1425,34,1,107,0,
475,122,3,"107,348,414",7,"414_circle1,348_circle11,348_circle0,348_circle13,348_circle1,414_circle0,348_circle8"
1298,71,1,107,0,
366,97,2,"107,348",4,"348_circle0,107_circle3,348_circle1,348_circle11"
930,52,1,107,0,
1230,125,1,107,0,
1621,189,1,107,1,107_circle6
1437,56,1,107,0,
1337,36,1,107,1,107_circle7
1801,23,1,107,0,
1695,30,1,107,0,
1795,89,1,107,1,107_circle6
1839,165,1,107,0,
1632,79,1,107,0,
1370,112,1,107,0,
1340,63,1,107,0,
1871,82,1,107,0,
954,55,1,107,0,
1718,155,2,"107,1912",1,1912_circle38
1846,38,1,107,1,107_circle6
1582,41,1,107,0,
1438,34,1,107,0,
1060,51,1,107,1,107_circle5
1859,46,1,107,1,107_circle5
1816,131,1,107,1,107_circle6
1619,114,1,107,1,107_circle6
1431,220,1,107,1,107_circle6
1734,49,1,107,0,
944,37,1,107,0,
1428,29,1,107,0,
1097,36,1,107,1,107_circle8
958,24,1,107,1,107_circle8
1488,135,1,107,0,
1471,169,1,107,1,107_circle6
1613,182,1,107,1,107_circle6
1250,137,1,107,1,107_circle6
1833,191,1,107,1,107_circle6
1085,66,2,"107,3437",4,"3437_circle3,107_circle6,3437_circle19,3437_circle4"
1518,14,1,107,0,
1163,100,1,107,0,
1040,67,1,107,0,
1900,26,1,107,1,107_circle6
1819,88,1,107,1,107_circle6
1557,151,1,107,1,107_circle6
1864,107,1,107,0,
1754,57,1,107,0,
1813,156,1,107,1,107_circle6
1135,68,1,107,1,107_circle6
908,32,1,107,2,"107_circle6,107_circle7"
1537,19,1,107,1,107_circle6
1612,190,1,107,1,107_circle6
1652,81,1,107,1,107_circle6
1389,46,1,107,0,
1740,37,1,107,0,
1122,49,1,107,0,
1352,234,1,107,1,107_circle6
1483,96,1,107,0,
959,46,1,107,0,
1569,48,1,107,0,
1903,40,1,107,0,
641,66,2,"107,414",2,"414_circle1,414_circle6"
1625,25,1,107,0,
1444,32,1,107,1,107_circle2
1876,56,1,107,0,
1192,97,1,107,0,
1129,60,1,107,0,
1078,183,1,107,0,
1420,148,1,107,1,107_circle6
1360,37,1,107,1,107_circle6
1579,5,1,107,1,107_circle6
1794,57,1,107,0,
1334,100,1,107,1,107_circle6
1716,60,1,107,0,
1765,66,1,107,1,107_circle6
1703,70,1,107,0,
1686,35,1,107,0,
924,45,1,107,0,
1260,38,1,107,0,
1285,55,1,107,0,
916,147,1,107,1,107_circle6
1714,187,1,107,1,107_circle6
952,84,1,107,1,107_circle6
1332,42,1,107,1,107_circle3
1210,40,1,107,0,
1459,102,1,107,0,
1680,61,1,107,0,
1222,142,1,107,0,
1124,130,1,107,1,107_circle6
1399,178,1,107,0,
1377,190,1,107,1,107_circle6
975,54,1,107,0,
1256,135,1,107,0,
926,21,1,107,1,107_circle6
1345,97,1,107,0,
1126,198,1,107,1,107_circle6
1596,77,1,107,0,
1432,55,1,107,0,
1414,8,1,107,0,
1752,115,1,107,1,107_circle6
1344,91,1,107,1,107_circle6
1402,74,1,107,1,107_circle6
1101,123,1,107,1,107_circle6
1837,38,1,107,1,107_circle8
1424,19,1,107,1,107_circle8
1730,226,1,107,1,107_circle6
1074,63,1,107,1,107_circle6
980,128,1,107,1,107_circle6
1341,123,1,107,0,
1868,121,1,107,0,
1086,205,1,107,1,107_circle6
1391,175,1,107,1,107_circle6
1771,20,1,107,0,
1685,93,1,107,0,
1039,27,1,107,1,107_circle6
1081,30,1,107,0,
1003,95,1,107,1,107_circle6
1823,127,1,107,1,107_circle6
1191,110,1,107,1,107_circle6
1721,115,1,107,1,107_circle6
1584,211,1,107,1,107_circle6
1832,46,1,107,0,
1083,106,1,107,0,
1317,21,1,107,1,107_circle6
929,5,1,107,1,107_circle6
946,166,1,107,1,107_circle6
960,103,1,107,0,
1380,85,1,107,1,107_circle6
1662,146,1,107,0,
1689,124,1,107,1,107_circle6
932,63,1,107,0,
1238,152,1,107,1,107_circle6
1608,117,1,107,1,107_circle6
997,96,1,107,0,
1530,105,1,107,0,
1583,97,1,107,0,
1099,56,1,107,1,107_circle5
1291,113,1,107,1,107_circle6
1741,104,1,107,0,
921,106,1,107,1,107_circle6
1735,109,1,107,1,107_circle6
1473,54,1,107,0,
1064,27,1,107,0,
1760,3,1,107,1,107_circle2
1070,78,1,107,0,
1132,142,1,107,1,107_circle6
1367,166,1,107,1,107_circle6
1251,12,1,107,2,"107_circle6,107_circle1"
1307,31,1,107,0,
1724,59,1,107,1,107_circle6
1302,107,1,107,0,
1014,99,1,107,0,
1108,43,1,107,0,
1528,70,1,107,1,107_circle6
1336,55,1,107,0,
1547,122,1,107,1,107_circle6
1573,89,1,107,0,
988,41,1,107,0,
1663,235,1,107,1,107_circle6
1290,87,1,107,1,107_circle6
1705,27,1,107,0,
1187,20,1,107,0,
1190,39,1,107,0,
1436,30,1,107,1,107_circle5
1881,53,1,107,1,107_circle3
1799,152,1,107,1,107_circle6
1688,95,1,107,1,107_circle6
1515,69,1,107,1,107_circle5
898,38,1,107,0,
1328,20,1,107,1,107_circle6
1511,30,1,107,0,
1587,53,1,107,0,
1331,146,1,107,0,
1423,61,1,107,1,107_circle5
1872,50,1,107,1,107_circle5
1842,119,1,107,1,107_circle6
1782,67,1,107,0,
1213,20,1,107,0,
1005,14,1,107,0,
1502,70,1,107,0,
1636,77,1,107,1,107_circle5
1750,126,1,107,1,107_circle6
991,19,1,107,1,107_circle6
1604,148,1,107,0,
1497,29,1,107,0,
1376,182,1,107,1,107_circle6
1166,57,1,107,0,
1793,145,1,107,1,107_circle6
1857,73,1,107,0,
1026,80,1,107,1,107_circle6
1018,51,1,107,1,107_circle5
1600,117,1,107,1,107_circle6
526,98,2,"107,348",5,"348_circle11,107_circle6,348_circle13,348_circle1,348_circle2"
1117,122,1,107,0,
1054,54,1,107,1,107_circle6
1540,69,1,107,1,107_circle6
1643,100,1,107,1,107_circle6
1184,158,1,107,1,107_circle6
1551,171,1,107,1,107_circle6
1004,120,1,107,0,
1849,119,1,107,0,
1746,202,1,107,1,107_circle6
1305,104,1,107,1,107_circle6
1114,38,1,107,1,107_circle3
1487,63,1,107,1,107_circle3
1687,43,1,107,0,
1593,32,1,107,1,107_circle6
1777,5,1,107,0,
563,91,4,"107,348,414,1912",14,"414_circle1,414_circle2,348_circle12,107_circle3,348_circle7,348_circle5,348_circle11,1912_circle10,348_circle1,107_circle1,1912_circle30,348_circle4,348_circle8,1912_circle21"
1478,17,1,107,0,
1743,26,1,107,0,
1609,92,1,107,0,
1460,46,1,107,1,107_circle6
1139,24,1,107,0,
1219,54,1,107,1,107_circle6
1080,60,1,107,1,107_circle3
353,102,2,"107,348",2,"348_circle11,348_circle1"
1542,55,1,107,1,107_circle2
1717,139,1,107,1,107_circle6
1675,117,1,107,1,107_circle6
1347,74,1,107,0,
1820,67,1,107,0,
1508,33,1,107,0,
1882,51,1,107,1,107_circle3
914,16,1,107,1,107_circle3
1041,48,1,107,0,
1496,48,1,107,0,
1228,23,1,107,0,
1024,85,1,107,0,
1390,193,1,107,1,107_circle6
1648,25,1,107,0,
1232,29,1,107,1,107_circle8
1342,10,1,107,0,
1886,105,1,107,1,107_circle6
1800,245,1,107,1,107_circle6
1098,23,1,107,1,107_circle6
1802,12,1,107,0,
1629,22,1,107,1,107_circle8
1554,160,1,107,1,107_circle6
947,115,1,107,1,107_circle6
1028,67,1,107,1,107_circle6
1757,131,1,107,1,107_circle6
1243,112,1,107,1,107_circle6
978,104,1,107,1,107_circle6
993,154,1,107,0,
1753,82,1,107,1,107_circle6
1361,137,1,107,1,107_circle6
1783,121,1,107,0,
1469,57,1,107,1,107_circle2
1172,113,1,107,1,107_circle6
1011,32,1,107,0,
1072,26,1,107,0,
1242,93,1,107,1,107_circle6
925,167,1,107,1,107_circle6
897,66,1,107,0,
1207,72,1,107,0,
1809,113,1,107,1,107_circle6
1435,56,1,107,1,107_circle6
1492,13,1,107,0,
1509,131,1,107,1,107_circle6
1079,123,1,107,1,107_circle6
1181,89,1,107,1,107_circle6
1615,24,1,107,0,
1433,23,1,107,0,
1617,117,1,107,1,107_circle6
1589,205,1,107,1,107_circle6
1467,124,1,107,1,107_circle6
1404,50,1,107,0,
1522,156,1,107,1,107_circle6
1489,22,1,107,0,
1495,67,1,107,0,
1669,137,1,107,1,107_circle6
957,65,1,107,0,
1158,66,1,107,1,107_circle5
1570,124,1,107,0,
1485,47,1,107,1,107_circle6
1020,58,1,107,0,
1066,68,1,107,0,
1348,37,1,107,0,
1630,67,1,107,0,
1415,30,1,107,0,
949,23,1,107,0,
1815,24,1,107,0,
968,40,1,107,1,107_circle7
999,77,1,107,0,
996,4,1,107,1,107_circle6
629,11,2,"107,414",1,414_circle6
1185,156,1,107,0,
1826,102,1,107,0,
1692,50,1,107,1,107_circle3
566,85,3,"107,348,414",5,"414_circle1,107_circle3,348_circle11,348_circle13,348_circle1"
1447,142,1,107,1,107_circle6
1067,76,1,107,0,
1532,39,1,107,1,107_circle6
1491,125,1,107,1,107_circle6
1727,32,1,107,2,"107_circle5,107_circle2"
1418,21,1,107,1,107_circle5
1167,28,1,107,0,
1246,35,1,107,0,
1107,141,1,107,1,107_circle6
1115,36,1,107,1,107_circle5
1645,56,1,107,0,
1400,22,1,107,0,
1529,42,1,107,0,
596,46,2,"107,414",1,414_circle6
1408,34,1,107,1,107_circle3
915,35,1,107,1,107_circle3
1112,54,1,107,1,107_circle6
1620,128,1,107,1,107_circle6
1588,23,1,107,1,107_circle6
1719,19,1,107,1,107_circle6
1381,27,1,107,1,107_circle5
1043,12,1,107,1,107_circle0
955,10,1,107,1,107_circle0
1682,38,1,107,1,107_circle5
1524,41,1,107,1,107_circle6
1888,254,1,107,1,107_circle6
1907,30,1,107,0,
1766,40,1,107,1,107_circle3
1870,23,1,107,0,
1231,74,1,107,1,107_circle5
1571,60,1,107,0,
905,17,1,107,0,
1536,82,1,107,0,
1294,22,1,107,0,
1427,66,1,107,0,
1123,71,1,107,1,107_circle6
1637,99,1,107,1,107_circle6
1676,16,1,107,2,"107_circle6,107_circle1"
1144,21,1,107,2,"107_circle6,107_circle1"
1597,112,1,107,1,107_circle6
992,31,1,107,1,107_circle8
963,33,1,107,1,107_circle8
934,82,1,107,1,107_circle6
1877,64,1,107,1,107_circle6
1288,92,1,107,1,107_circle6
1042,15,1,107,0,
1538,72,1,107,0,
1706,42,1,107,0,
1393,53,1,107,0,
1189,38,1,107,0,
1668,122,1,107,1,107_circle6
1146,147,1,107,1,107_circle6
1535,64,1,107,1,107_circle6
1296,25,1,107,0,
1109,38,1,107,0,
1033,17,1,107,0,
1186,17,1,107,1,107_circle8
939,17,1,107,0,
1356,20,1,107,0,
1599,11,1,107,0,
1901,14,1,107,0,
1277,124,1,107,0,
1841,49,1,107,0,
1312,80,1,107,1,107_circle6
1590,88,1,107,0,
1214,114,1,107,1,107_circle6
1075,80,1,107,1,107_circle6
1880,32,1,107,1,107_circle8
1378,32,1,107,1,107_circle8
1446,36,1,107,0,
1131,32,1,107,0,
1304,38,1,107,0,
1821,27,1,107,1,107_circle7
1683,123,1,107,1,107_circle6
1513,52,1,107,1,107_circle6
1603,145,1,107,1,107_circle6
1623,100,1,107,1,107_circle6
1142,33,1,107,1,107_circle3
1844,70,1,107,0,
1456,132,1,107,0,
1824,58,1,107,0,
1273,64,1,107,0,
1120,51,1,107,1,107_circle5
1462,84,1,107,0,
1284,60,1,107,0,
1379,51,1,107,1,107_circle5
1576,66,1,107,0,
1076,142,1,107,1,107_circle6
1359,84,1,107,0,
1160,88,1,107,0,
906,78,1,107,1,107_circle6
1445,9,1,107,1,107_circle6
951,20,1,107,1,107_circle6
1661,80,1,107,0,
1382,41,1,107,0,
1282,68,1,107,0,
1324,40,1,107,0,
1691,60,1,107,1,107_circle5
1606,31,1,107,0,
1113,47,1,107,1,107_circle3
1416,111,1,107,1,107_circle6
1335,128,1,107,0,
1159,61,1,107,0,
1738,26,1,107,1,107_circle2
1047,65,1,107,0,
1902,130,1,107,1,107_circle6
1375,74,1,107,1,107_circle6
1611,72,1,107,0,
1272,84,1,107,1,107_circle6
1715,65,1,107,0,
1616,50,1,107,1,107_circle3
1048,106,1,107,1,107_circle6
1911,39,1,107,0,
1879,150,1,107,0,
1798,34,1,107,1,107_circle8
902,46,1,107,0,
966,115,1,107,1,107_circle6
982,68,1,107,1,107_circle6
1209,76,1,107,1,107_circle6
1257,55,1,107,1,107_circle5
1767,36,1,107,1,107_circle3
1338,68,1,107,0,
1712,105,1,107,0,
1500,29,1,107,0,
1634,38,1,107,0,
1029,79,1,107,1,107_circle6
1205,102,1,107,0,
1722,56,1,107,1,107_circle6
1333,33,1,107,1,107_circle8
1468,31,1,107,1,107_circle8
1410,21,1,107,1,107_circle1
1866,31,1,107,0,
1655,56,1,107,0,
1895,37,1,107,1,107_circle8
1601,32,1,107,1,107_circle8
1764,25,1,107,0,
1519,33,1,107,1,107_circle6
1267,120,1,107,1,107_circle6
1628,82,1,107,0,
1292,55,1,107,0,
1339,100,1,107,1,107_circle6
1827,201,1,107,1,107_circle6
1805,22,1,107,1,107_circle6
1618,24,1,107,1,107_circle7
1271,96,1,107,1,107_circle6
1330,122,1,107,1,107_circle6
1744,37,1,107,0,
1845,101,1,107,1,107_circle6
1572,43,1,107,1,107_circle6
1406,31,1,107,0,
1261,68,1,107,1,107_circle5
484,107,2,"107,348",3,"348_circle11,348_circle1,348_circle2"
1710,15,1,107,1,107_circle6
938,29,1,107,1,107_circle8
1314,26,1,107,1,107_circle8
1310,27,1,107,0,
1563,112,1,107,1,107_circle6
1543,33,1,107,0,
1177,15,1,107,1,107_circle4
1694,34,1,107,0,
1831,42,1,107,0,
1565,44,1,107,0,
1671,32,1,107,0,
1010,36,1,107,0,
1289,85,1,107,0,
1720,49,1,107,0,
1102,51,1,107,0,
1893,83,1,107,0,
1677,36,1,107,0,
1665,127,1,107,0,
1426,64,1,107,0,
1017,149,1,107,1,107_circle6
1504,58,1,107,1,107_circle2
1319,27,1,107,1,107_circle8
1770,47,1,107,0,
1484,22,1,107,1,107_circle6
1269,126,1,107,1,107_circle6
1531,22,1,107,1,107_circle2
1614,71,1,107,1,107_circle6
1769,25,1,107,2,"107_circle6,107_circle7"
901,34,1,107,1,107_circle8
1548,38,1,107,1,107_circle8
1709,62,1,107,0,
1204,107,1,107,0,
1439,21,1,107,1,107_circle7
1737,79,1,107,1,107_circle6
1198,83,1,107,1,107_circle6
1350,33,1,107,0,
1036,58,1,107,1,107_circle5
1574,67,1,107,1,107_circle3
1493,26,1,107,0,
1733,38,1,107,1,107_circle8
637,115,2,"107,414",2,"414_circle1,414_circle6"
1503,28,1,107,0,
1134,11,1,107,0,
1227,84,1,107,1,107_circle5
1843,40,1,107,1,107_circle6
1396,54,1,107,0,
