ego_id,global_index,local_node_id,cluster_label
414,1744,652,0
414,1745,653,0
414,1746,654,0
414,1747,655,0
414,1748,656,0
414,1749,657,0
414,1750,658,0
414,1751,659,1
414,1752,660,1
414,1753,661,1
414,1754,662,0
414,1755,663,0
414,1756,664,0
414,1757,665,0
414,1758,666,0
414,1759,667,1
414,1760,668,1
414,1761,669,1
414,1762,670,1
414,1763,671,0
414,1764,672,1
414,1765,673,0
414,1766,674,1
414,1767,675,0
414,1768,676,0
414,1769,677,0
414,1770,678,0
414,1771,679,0
414,1772,680,0
414,1773,681,0
414,1774,682,0
414,1775,683,1
414,1776,684,0
414,1777,685,0
107,348,4041,1
107,349,4047,1
107,350,348,1
107,351,353,2
107,352,363,1
107,353,366,2
107,354,376,1
107,355,389,2
107,356,414,1
107,357,420,1
107,358,428,3
107,359,475,0
107,360,483,1
107,361,484,1
107,362,517,1
107,363,526,2
107,364,538,1
107,365,563,1
107,366,566,1
107,367,580,1
107,368,596,3
107,369,601,1
107,370,606,1
107,371,629,1
107,372,637,2
107,373,641,0
107,374,649,1
107,375,651,2
107,470,990,2
107,565,1085,3
107,651,1171,0
107,885,1405,1
107,899,1419,2
107,930,1450,1
107,945,1465,3
107,985,1505,2
107,1014,1534,2
107,1057,1577,1
107,1122,1642,2
107,1136,1656,3
107,1146,1666,2
107,1198,1718,1
107,1206,1726,3
107,1238,1758,2
107,347,0,2
107,376,896,1
107,377,897,2
107,378,898,0
107,379,899,2
107,380,900,1
107,381,901,2
107,382,902,1
107,383,903,2
107,384,904,1
107,385,905,2
107,386,906,2
107,387,907,2
107,388,908,0
107,389,909,3
107,390,910,2
107,391,911,2
107,392,912,2
107,393,913,3
107,394,914,0
107,395,915,3
107,396,916,1
107,397,917,3
107,398,918,2
107,399,919,1
107,400,920,1
107,401,921,3
107,402,922,1
107,403,923,2
107,404,924,0
107,405,925,1
107,406,926,2
107,407,927,2
107,408,928,3
107,409,929,2
107,410,930,3
107,411,931,1
107,412,932,3
107,413,933,1
107,414,934,1
107,415,935,1
107,416,936,1
107,417,937,0
107,418,938,2
107,419,939,3
107,420,940,1
107,421,941,0
107,422,942,1
107,423,943,2
107,424,944,1
107,425,945,1
107,426,946,1
107,427,947,3
107,428,948,1
107,429,949,1
107,430,950,0
107,431,951,1
107,432,952,1
107,433,953,1
107,434,954,0
107,435,955,2
107,436,956,2
107,437,957,1
107,438,958,2
107,439,959,2
107,440,960,1
107,441,961,3
107,442,962,1
107,443,963,3
107,444,964,1
107,445,965,1
107,446,966,1
107,447,967,2
107,448,968,1
107,449,969,2
107,450,970,2
107,451,971,1
107,452,972,2
107,453,973,2
107,454,974,2
107,455,975,1
107,456,976,1
107,457,977,2
107,458,978,0
107,459,979,3
107,460,980,0
107,461,981,1
107,462,982,2
107,463,983,2
107,464,984,2
107,465,985,2
107,466,986,1
107,467,987,3
107,468,988,1
107,469,989,1
107,471,991,2
107,472,992,3
107,473,993,1
107,474,994,0
107,475,995,1
107,476,996,2
107,477,997,1
107,478,998,1
107,479,999,1
107,480,1000,2
107,481,1001,3
107,482,1002,2
107,483,1003,1
107,484,1004,1
107,485,1005,1
107,486,1006,1
107,487,1007,1
107,488,1008,1
107,489,1009,2
107,490,1010,2
107,491,1011,1
107,492,1012,2
107,493,1013,2
107,494,1014,1
107,495,1015,1
107,496,1016,3
107,497,1017,2
107,498,1018,1
107,499,1019,0
107,500,1020,1
107,501,1021,1
107,502,1022,1
107,503,1023,0
107,504,1024,2
107,505,1025,0
107,506,1026,0
107,507,1027,2
107,508,1028,2
107,509,1029,3
107,510,1030,1
107,511,1031,2
107,512,1032,0
107,513,1033,1
107,514,1034,2
107,515,1035,1
107,516,1036,1
107,517,1037,1
107,518,1038,2
107,519,1039,2
107,520,1040,0
107,521,1041,1
107,522,1042,2
107,523,1043,2
107,524,1044,1
107,525,1045,1
107,526,1046,1
107,527,1047,1
107,528,1048,1
107,529,1049,2
107,530,1050,2
107,531,1051,1
107,532,1052,1
107,533,1053,2
107,534,1054,1
107,535,1055,3
107,536,1056,0
107,537,1057,2
107,538,1058,2
107,539,1059,1
107,540,1060,1
107,541,1061,2
107,542,1062,1
107,543,1063,2
107,544,1064,1
107,545,1065,2
107,546,1066,1
107,547,1067,1
107,548,1068,2
107,549,1069,2
107,550,1070,1
107,551,1071,0
107,552,1072,2
107,553,1073,1
107,554,1074,3
107,555,1075,1
107,556,1076,1
107,557,1077,1
107,558,1078,1
107,559,1079,2
107,560,1080,2
107,561,1081,1
107,562,1082,1
107,563,1083,1
107,564,1084,1
107,566,1086,1
107,567,1087,1
107,568,1088,2
107,569,1089,2
107,570,1090,0
107,571,1091,2
107,572,1092,1
107,573,1093,1
107,574,1094,2
107,575,1095,1
107,576,1096,1
107,577,1097,1
107,578,1098,2
107,579,1099,1
107,580,1100,1
107,581,1101,1
107,582,1102,2
107,583,1103,1
107,584,1104,0
107,585,1105,2
107,586,1106,1
107,587,1107,0
107,588,1108,1
107,589,1109,0
107,590,1110,1
107,591,1111,3
107,592,1112,1
107,593,1113,1
107,594,1114,1
107,595,1115,0
107,596,1116,2
107,597,1117,2
107,598,1118,1
107,599,1119,1
107,600,1120,1
107,601,1121,2
107,602,1122,1
107,603,1123,2
107,604,1124,0
107,605,1125,0
107,606,1126,1
107,607,1127,2
107,608,1128,1
107,609,1129,1
107,610,1130,2
107,611,1131,1
107,612,1132,1
107,613,1133,2
107,614,1134,2
107,615,1135,0
107,616,1136,1
107,617,1137,2
107,618,1138,1
107,619,1139,1
107,620,1140,2
107,621,1141,1
107,622,1142,1
107,623,1143,1
107,624,1144,2
107,625,1145,1
107,626,1146,1
107,627,1147,1
107,628,1148,1
107,629,1149,1
107,630,1150,2
107,631,1151,1
107,632,1152,1
107,633,1153,1
107,634,1154,3
107,635,1155,2
107,636,1156,1
107,637,1157,0
107,638,1158,1
107,639,1159,1
107,640,1160,1
107,641,1161,0
107,642,1162,1
107,643,1163,2
107,644,1164,0
107,645,1165,3
107,646,1166,1
107,647,1167,2
107,648,1168,1
107,649,1169,2
107,650,1170,3
107,652,1172,1
107,653,1173,3
107,654,1174,2
107,655,1175,2
107,656,1176,2
107,657,1177,2
107,658,1178,2
107,659,1179,1
107,660,1180,1
107,661,1181,1
107,662,1182,0
107,663,1183,0
107,664,1184,0
107,665,1185,1
107,666,1186,2
107,667,1187,2
107,668,1188,1
107,669,1189,3
107,670,1190,1
107,671,1191,2
107,672,1192,1
107,673,1193,1
107,674,1194,1
107,675,1195,3
107,676,1196,1
107,677,1197,3
107,678,1198,1
107,679,1199,1
107,680,1200,2
107,681,1201,3
107,682,1202,0
107,683,1203,3
107,684,1204,1
107,685,1205,1
107,686,1206,1
107,687,1207,1
107,688,1208,2
107,689,1209,1
107,690,1210,2
107,691,1211,1
107,692,1212,2
107,693,1213,3
107,694,1214,2
107,695,1215,1
107,696,1216,2
107,697,1217,1
107,698,1218,1
107,699,1219,1
107,700,1220,2
107,701,1221,2
107,702,1222,0
107,703,1223,1
107,704,1224,1
107,705,1225,1
107,706,1226,2
107,707,1227,1
107,708,1228,1
107,709,1229,1
107,710,1230,3
107,711,1231,1
107,712,1232,0
107,713,1233,1
107,714,1234,1
107,715,1235,1
107,716,1236,0
107,717,1237,1
107,718,1238,1
107,719,1239,3
107,720,1240,0
107,721,1241,2
107,722,1242,1
107,723,1243,1
107,724,1244,2
107,725,1245,2
107,726,1246,1
107,727,1247,0
107,728,1248,0
107,729,1249,0
107,730,1250,1
107,731,1251,2
107,732,1252,1
107,733,1253,2
107,734,1254,2
107,735,1255,1
107,736,1256,3
107,737,1257,1
107,738,1258,0
107,739,1259,1
107,740,1260,2
107,741,1261,1
107,742,1262,0
107,743,1263,2
107,744,1264,0
107,745,1265,2
107,746,1266,2
107,747,1267,1
107,748,1268,2
107,749,1269,1
107,750,1270,2
107,751,1271,0
107,752,1272,1
107,753,1273,2
107,754,1274,1
107,755,1275,0
107,756,1276,1
107,757,1277,1
107,758,1278,1
107,759,1279,1
107,760,1280,0
107,761,1281,1
107,762,1282,1
107,763,1283,2
107,764,1284,1
107,765,1285,1
107,766,1286,2
107,767,1287,1
107,768,1288,1
107,769,1289,2
107,770,1290,1
107,771,1291,1
107,772,1292,1
107,773,1293,1
107,774,1294,0
107,775,1295,1
107,776,1296,1
107,777,1297,1
107,778,1298,2
107,779,1299,0
107,780,1300,3
107,781,1301,0
107,782,1302,1
107,783,1303,0
107,784,1304,0
107,785,1305,0
107,786,1306,3
107,787,1307,1
107,788,1308,2
107,789,1309,1
107,790,1310,1
107,791,1311,1
107,792,1312,0
107,793,1313,0
107,794,1314,3
107,795,1315,2
107,796,1316,2
107,797,1317,2
107,798,1318,0
107,799,1319,3
107,800,1320,0
107,801,1321,1
107,802,1322,0
107,803,1323,2
107,804,1324,1
107,805,1325,3
107,806,1326,2
107,807,1327,1
107,808,1328,2
107,809,1329,1
107,810,1330,1
107,811,1331,1
107,812,1332,1
107,813,1333,3
107,814,1334,0
107,815,1335,0
107,816,1336,1
107,817,1337,1
107,818,1338,0
107,819,1339,2
107,820,1340,1
107,821,1341,1
107,822,1342,1
107,823,1343,1
107,824,1344,1
107,825,1345,1
107,826,1346,2
107,827,1347,2
107,828,1348,2
107,829,1349,1
107,830,1350,1
107,831,1351,2
107,832,1352,1
107,833,1353,1
107,834,1354,1
107,835,1355,1
107,836,1356,1
107,837,1357,3
107,838,1358,2
107,839,1359,1
107,840,1360,1
107,841,1361,1
107,842,1362,0
107,843,1363,1
107,844,1364,0
107,845,1365,2
107,846,1366,1
107,847,1367,1
107,848,1368,2
107,849,1369,2
107,850,1370,1
107,851,1371,1
107,852,1372,1
107,853,1373,1
107,854,1374,1
107,855,1375,1
107,856,1376,1
107,857,1377,0
107,858,1378,1
107,859,1379,1
107,860,1380,1
107,861,1381,1
107,862,1382,2
107,863,1383,1
107,864,1384,1
107,865,1385,3
107,866,1386,2
107,867,1387,1
107,868,1388,0
107,869,1389,2
107,870,1390,0
107,871,1391,1
107,872,1392,1
107,873,1393,1
107,874,1394,3
107,875,1395,2
107,876,1396,1
107,877,1397,1
107,878,1398,2
107,879,1399,1
107,880,1400,1
107,881,1401,2
107,882,1402,1
107,883,1403,2
107,884,1404,1
107,886,1406,2
107,887,1407,1
107,888,1408,0
107,889,1409,2
107,890,1410,1
107,891,1411,2
107,892,1412,2
107,893,1413,1
107,894,1414,2
107,895,1415,2
107,896,1416,0
107,897,1417,1
107,898,1418,1
107,900,1420,3
107,901,1421,0
107,902,1422,1
107,903,1423,1
107,904,1424,3
107,905,1425,1
107,906,1426,1
107,907,1427,1
107,908,1428,1
107,909,1429,1
107,910,1430,1
107,911,1431,3
107,912,1432,1
107,913,1433,3
107,914,1434,2
107,915,1435,1
107,916,1436,2
107,917,1437,0
107,918,1438,1
107,919,1439,1
107,920,1440,0
107,921,1441,2
107,922,1442,2
107,923,1443,0
107,924,1444,1
107,925,1445,3
107,926,1446,0
107,927,1447,2
107,928,1448,1
107,929,1449,2
107,931,1451,2
107,932,1452,1
107,933,1453,0
107,934,1454,2
107,935,1455,2
107,936,1456,0
107,937,1457,1
107,938,1458,0
107,939,1459,1
107,940,1460,1
107,941,1461,2
107,942,1462,1
107,943,1463,2
107,944,1464,1
107,946,1466,2
107,947,1467,1
107,948,1468,3
107,949,1469,3
107,950,1470,0
107,951,1471,1
107,952,1472,2
107,953,1473,3
107,954,1474,2
107,955,1475,1
107,956,1476,1
107,957,1477,2
107,958,1478,1
107,959,1479,1
107,960,1480,2
107,961,1481,2
107,962,1482,1
107,963,1483,1
107,964,1484,1
107,965,1485,1
107,966,1486,1
107,967,1487,1
107,968,1488,3
107,969,1489,1
107,970,1490,1
107,971,1491,3
107,972,1492,1
107,973,1493,2
107,974,1494,2
107,975,1495,1
107,976,1496,0
107,977,1497,3
107,978,1498,1
107,979,1499,1
107,980,1500,1
107,981,1501,3
107,982,1502,1
107,983,1503,1
107,984,1504,1
107,986,1506,2
107,987,1507,1
107,988,1508,2
107,989,1509,2
107,990,1510,1
107,991,1511,2
107,992,1512,1
107,993,1513,2
107,994,1514,2
107,995,1515,0
107,996,1516,2
107,997,1517,0
107,998,1518,1
107,999,1519,2
107,1000,1520,2
107,1001,1521,1
107,1002,1522,2
107,1003,1523,2
107,1004,1524,2
107,1005,1525,1
107,1006,1526,2
107,1007,1527,2
107,1008,1528,1
107,1009,1529,1
107,1010,1530,1
107,1011,1531,3
107,1012,1532,1
107,1013,1533,2
107,1015,1535,1
107,1016,1536,0
107,1017,1537,0
107,1018,1538,1
107,1019,1539,1
107,1020,1540,2
107,1021,1541,1
107,1022,1542,1
107,1023,1543,1
107,1024,1544,1
107,1025,1545,3
107,1026,1546,1
107,1027,1547,1
107,1028,1548,1
107,1029,1549,3
107,1030,1550,1
107,1031,1551,3
107,1032,1552,3
107,1033,1553,1
107,1034,1554,0
107,1035,1555,2
107,1036,1556,1
107,1037,1557,1
107,1038,1558,1
107,1039,1559,2
107,1040,1560,2
107,1041,1561,1
107,1042,1562,3
107,1043,1563,1
107,1044,1564,1
107,1045,1565,1
107,1046,1566,3
107,1047,1567,2
107,1048,1568,3
107,1049,1569,2
107,1050,1570,0
107,1051,1571,3
107,1052,1572,1
107,1053,1573,3
107,1054,1574,0
107,1055,1575,1
107,1056,1576,1
107,1058,1578,1
107,1059,1579,2
107,1060,1580,1
107,1061,1581,2
107,1062,1582,1
107,1063,1583,1
107,1064,1584,1
107,1065,1585,1
107,1066,1586,2
107,1067,1587,1
107,1068,1588,0
107,1069,1589,0
107,1070,1590,2
107,1071,1591,1
107,1072,1592,1
107,1073,1593,2
107,1074,1594,1
107,1075,1595,1
107,1076,1596,1
107,1077,1597,2
107,1078,1598,1
107,1079,1599,2
107,1080,1600,1
107,1081,1601,2
107,1082,1602,2
107,1083,1603,1
107,1084,1604,1
107,1085,1605,1
107,1086,1606,1
107,1087,1607,2
107,1088,1608,1
107,1089,1609,1
107,1090,1610,0
107,1091,1611,1
107,1092,1612,1
107,1093,1613,1
107,1094,1614,2
107,1095,1615,3
107,1096,1616,2
107,1097,1617,2
107,1098,1618,1
107,1099,1619,1
107,1100,1620,1
107,1101,1621,1
107,1102,1622,0
107,1103,1623,1
107,1104,1624,3
107,1105,1625,0
107,1106,1626,0
107,1107,1627,2
107,1108,1628,1
107,1109,1629,3
107,1110,1630,1
107,1111,1631,1
107,1112,1632,1
107,1113,1633,1
107,1114,1634,0
107,1115,1635,1
107,1116,1636,1
107,1117,1637,2
107,1118,1638,2
107,1119,1639,3
107,1120,1640,2
107,1121,1641,3
107,1123,1643,2
107,1124,1644,1
107,1125,1645,3
107,1126,1646,0
107,1127,1647,1
107,1128,1648,2
107,1129,1649,1
107,1130,1650,1
107,1131,1651,2
107,1132,1652,1
107,1133,1653,1
107,1134,1654,2
107,1135,1655,2
107,1137,1657,2
107,1138,1658,1
107,1139,1659,1
107,1140,1660,1
107,1141,1661,1
107,1142,1662,2
107,1143,1663,1
107,1144,1664,2
107,1145,1665,1
107,1147,1667,1
107,1148,1668,1
107,1149,1669,2
107,1150,1670,3
107,1151,1671,2
107,1152,1672,1
107,1153,1673,1
107,1154,1674,2
107,1155,1675,1
107,1156,1676,1
107,1157,1677,1
107,1158,1678,1
107,1159,1679,1
107,1160,1680,1
107,1161,1681,1
107,1162,1682,0
107,1163,1683,1
107,1164,1684,1
107,1165,1685,2
107,1166,1686,1
107,1167,1687,3
107,1168,1688,2
107,1169,1689,2
107,1170,1690,2
107,1171,1691,1
107,1172,1692,1
107,1173,1693,3
107,1174,1694,1
107,1175,1695,1
107,1176,1696,1
107,1177,1697,3
107,1178,1698,1
107,1179,1699,1
107,1180,1700,2
107,1181,1701,3
107,1182,1702,1
107,1183,1703,0
107,1184,1704,2
